# gene name                          KO     thrshld  score   E-value KO definition
#----------------------------------- ------ ------- ------ --------- ---------------------
  lcl|LN828718.1_prot_CFW92770.1_27  K04427  336.40  178.4   1.2e-54 mitogen-activated protein kinase kinase kinase 7 [EC:2.7.11.25]
  ELLNPJPG_00143                     K06069 1104.80   60.7   3.1e-19 atypical protein kinase C iota type [EC:2.7.11.13]
  ELLNPJPG_00143                     K07198  488.90   60.4   6.6e-19 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.11]
  ELLNPJPG_00143                     K20606  520.63   60.1   7.8e-19 mitogen-activated protein kinase kinase kinase ANP1 [EC:2.7.11.25]
  ELLNPJPG_00143                     K19800  735.93   59.9   7.6e-19 serine/threonine protein kinase SCH9 [EC:2.7.11.1]
  ELLNPJPG_00143                     K08838  483.30   59.7     9e-19 serine/threonine-protein kinase 24/25/MST4 [EC:2.7.11.1]
  ELLNPJPG_00143                     K04443  716.33   59.5   1.3e-18 mitogen-activated protein kinase-activated protein kinase 2 [EC:2.7.11.1]
  ELLNPJPG_00143                     K04420  873.87   59.5   1.4e-18 mitogen-activated protein kinase kinase kinase 2 [EC:2.7.11.25]
  ELLNPJPG_00143                     K04418 1440.67   59.5   7.6e-19 mitogen-activated protein kinase kinase kinase 10 [EC:2.7.11.25]
  ELLNPJPG_00143                     K16310  411.73   59.3   1.2e-18 serine/threonine-protein kinase NIM1 [EC:2.7.11.1]
  ELLNPJPG_00143                     K08808  437.40   59.2   1.6e-18 protein serine kinase H [EC:2.7.11.1]
  ELLNPJPG_00143                     K05127  541.20   59.2   7.7e-19 PTK7 protein tyrosine kinase 7 [EC:2.7.10.1]
  ELLNPJPG_00143                     K17530  569.77   59.1   1.3e-18 doublecortin-like kinase 3 [EC:2.7.11.1]
  ELLNPJPG_00143                     K11916  405.93   58.9   1.8e-18 serine/threonine-protein kinase Stk1 [EC:2.7.11.-]
  ELLNPJPG_00143                     K05704  877.90   58.6   1.7e-18 tyrosine-protein kinase Src [EC:2.7.10.2]
  ELLNPJPG_00143                     K07364  951.33   57.8   2.1e-18 tyrosine-protein kinase Tec [EC:2.7.10.2]
  ELLNPJPG_00143                     K07298  316.40   57.8     4e-18 serine/threonine-protein kinase 11 [EC:2.7.11.1]
  ELLNPJPG_00143                     K15048 4040.00   57.7   1.1e-18 kalirin [EC:2.7.11.1]
  ELLNPJPG_00143                     K13302  708.30   57.7   4.5e-18 serum/glucocorticoid-regulated kinase 1 [EC:2.7.11.1]
  ELLNPJPG_00143                     K08888  658.17   57.6   4.2e-18 megakaryocyte-associated tyrosine kinase [EC:2.7.10.2]
  ELLNPJPG_00143                     K08252  565.20   57.3   4.3e-18 receptor protein-tyrosine kinase [EC:2.7.10.1]
  ELLNPJPG_00143                     K23692 1383.20   57.2   4.2e-18 serine/threonine-protein kinase N3 [EC:2.7.11.13]
  ELLNPJPG_00143                     K08799  508.60   56.9   7.4e-18 maternal embryonic leucine zipper kinase [EC:2.7.11.1]
  ELLNPJPG_00143                     K08811  348.00   56.6     8e-18 testis-specific serine kinase [EC:2.7.11.1]
  ELLNPJPG_00143                     K08805  561.53   56.1   9.7e-18 doublecortin-like kinase 1/2 [EC:2.7.11.1]
  ELLNPJPG_00143                     K05129  688.47   56.1   9.6e-18 muscle, skeletal, receptor tyrosine kinase [EC:2.7.10.1]
  ELLNPJPG_00143                     K05728  671.13   55.9   1.2e-17 c-src tyrosine kinase [EC:2.7.10.2]
  ELLNPJPG_00143                     K19008  836.93   55.6   1.8e-17 serine/threonine-protein kinase SIK1 [EC:2.7.11.1]
  ELLNPJPG_00143                     K16289  780.87   55.4   1.5e-17 ankyrin repeat and protein kinase domain-containing protein 1 [EC:2.7.11.1]
  ELLNPJPG_00143                     K05089 1311.13   55.2   1.3e-17 platelet-derived growth factor receptor beta [EC:2.7.10.1]
  ELLNPJPG_00143                     K05855  976.77   55.1     2e-17 spleen tyrosine kinase [EC:2.7.10.2]
  ELLNPJPG_00143                     K05091 1222.23   55.1   1.4e-17 proto-oncogene tyrosine-protein kinase Kit [EC:2.7.10.1]
  ELLNPJPG_00143                     K08842  707.07   54.8   3.8e-17 testis-specific kinase 2 [EC:2.7.12.1]
  ELLNPJPG_00143                     K05125 1072.00   54.7   1.8e-17 discoidin domain receptor family member 2 [EC:2.7.10.1]
  ELLNPJPG_00143                     K04463  432.07   54.7   2.9e-17 mitogen-activated protein kinase kinase 5 [EC:2.7.12.2]
  ELLNPJPG_00143                     K08829  408.97   54.6   3.5e-17 male germ cell-associated kinase [EC:2.7.11.22]
  ELLNPJPG_00143                     K04514 1722.97   54.6   2.2e-17 Rho-associated protein kinase 1 [EC:2.7.11.1]
  ELLNPJPG_00143                     K04362 1060.63   54.6   2.9e-17 fibroblast growth factor receptor 1 [EC:2.7.10.1]
  ELLNPJPG_00143                     K17541  308.17   54.3   2.9e-17 SCY1-like protein 2
  ELLNPJPG_00143                     K11219 1615.63   54.3     2e-17 non-receptor tyrosine-protein kinase TYK2 [EC:2.7.10.2]
  ELLNPJPG_00143                     K05110 1466.30   54.1   3.8e-17 Eph receptor B1 [EC:2.7.10.1]
  ELLNPJPG_00143                     K05093 1149.67   53.8   3.1e-17 fibroblast growth factor receptor 2 [EC:2.7.10.1]
  ELLNPJPG_00143                     K08291  765.63   53.6   5.7e-17 G protein-coupled receptor kinase [EC:2.7.11.16]
  ELLNPJPG_00143                     K05104 1681.70   53.3   5.3e-17 Eph receptor A3 [EC:2.7.10.1]
  ELLNPJPG_00143                     K19833  654.53   53.1     1e-16 serine/threonine-protein kinase CLA4 [EC:2.7.11.1]
  ELLNPJPG_00143                     K16194  388.63   53.1   9.3e-17 eukaryotic translation initiation factor 2-alpha kinase 1 [EC:2.7.11.1]
  ELLNPJPG_00143                     K06667  261.43   53.1   9.7e-17 serine/threonine-protein kinase CAK1 [EC:2.7.11.22]
  ELLNPJPG_00143                     K19596  786.80   52.9   8.9e-17 inactive serine/threonine-protein kinase PLK5
  ELLNPJPG_00143                     K04702  337.60   52.9   1.1e-16 proto-oncogene serine/threonine-protein kinase Pim-1 [EC:2.7.11.1]
  ELLNPJPG_00143                     K04515  391.07   52.9     1e-16 calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17]
  ELLNPJPG_00143                     K04366 1069.90   52.7   9.9e-17 RAF proto-oncogene serine/threonine-protein kinase [EC:2.7.11.1]
  ELLNPJPG_00143                     K04411  843.27   52.5   1.7e-16 serine/threonine kinase 4
  ELLNPJPG_00143                     K18051 1041.10   52.4   1.2e-16 novel protein kinase C eta type [EC:2.7.11.13]
  ELLNPJPG_00143                     K08866  220.87   52.3   1.9e-16 serine/threonine-protein kinase TTK/MPS1 [EC:2.7.12.1]
  ELLNPJPG_00143                     K02216  383.47   52.3   1.7e-16 serine/threonine-protein kinase CHEK1 [EC:2.7.11.1]
  ELLNPJPG_00143                     K04527 1758.60   52.2     9e-17 insulin receptor [EC:2.7.10.1]
  ELLNPJPG_00143                     K20716  370.90   52.1   1.7e-16 mitogen-activated protein kinase kinase kinase 17/18
  ELLNPJPG_00143                     K04421  638.33   52.1   2.5e-16 mitogen-activated protein kinase kinase kinase 3 [EC:2.7.11.25]
  ELLNPJPG_00143                     K18052 1222.53   51.7     2e-16 novel protein kinase C theta type [EC:2.7.11.13]
  ELLNPJPG_00143                     K16196  416.93   51.7   9.1e-17 eukaryotic translation initiation factor 2-alpha kinase 4 [EC:2.7.11.1]
  ELLNPJPG_00143                     K08795  594.17   51.4   3.3e-16 pregnancy upregulated non-ubiquitously expressed CaM kinase [EC:2.7.11.17]
  ELLNPJPG_00143                     K11226  497.10   51.1   5.2e-16 mitogen-activated protein kinase kinase [EC:2.7.12.2]
  ELLNPJPG_00143                     K04423 1223.47   51.1   3.8e-16 mitogen-activated protein kinase kinase kinase 12 [EC:2.7.11.25]
  ELLNPJPG_00143                     K11912  383.10   50.9     5e-16 serine/threonine-protein kinase PpkA [EC:2.7.11.1]
  ELLNPJPG_00143                     K05869  454.60   50.9   5.4e-16 calcium/calmodulin-dependent protein kinase IV [EC:2.7.11.17]
  ELLNPJPG_00143                     K17529  356.30   50.8   5.6e-16 uncharacterized serine/threonine-protein kinase SgK494 [EC:2.7.11.1]
  ELLNPJPG_00143                     K05120 1344.17   50.6   3.7e-16 tyrosine kinase receptor 1 [EC:2.7.10.1]
  ELLNPJPG_00143                     K11480  602.23   50.5   7.2e-16 aurora kinase C [EC:2.7.11.1]
  ELLNPJPG_00143                     K12771  486.63   50.4   6.9e-16 sporulation-specific protein 1 [EC:2.7.11.1]
  ELLNPJPG_00143                     K08796  487.97   50.0   8.6e-16 BR serine/threonine kinase [EC:2.7.11.1]
  ELLNPJPG_00143                     K02677  910.20   49.8     9e-16 classical protein kinase C alpha type [EC:2.7.11.13]
  ELLNPJPG_00143                     K18529  942.10   49.7   9.7e-16 kinase suppressor of Ras 2 [EC:2.7.11.1]
  ELLNPJPG_00143                     K04432  623.00   49.7   1.2e-15 mitogen-activated protein kinase kinase 3 [EC:2.7.12.2]
  ELLNPJPG_00143                     K20878  763.80   49.6   8.7e-16 NIMA (never in mitosis gene a)-related kinase 9 [EC:2.7.11.1]
  ELLNPJPG_00143                     K05856  865.33   49.6   1.1e-15 lymphocyte cell-specific protein tyrosine kinase [EC:2.7.10.2]
  ELLNPJPG_00143                     K22893  563.40   49.5   1.8e-15 serine/threonine kinase PknH [EC:2.7.11.1]
  ELLNPJPG_00143                     K08858  238.67   49.5   1.3e-15 serine/threonine-protein kinase SBK [EC:2.7.11.1]
  ELLNPJPG_00143                     K08835  406.50   49.4   1.4e-15 serine/threonine-protein kinase OSR1/STK39 [EC:2.7.11.1]
  ELLNPJPG_00143                     K20604  423.47   49.3   1.6e-15 mitogen-activated protein kinase kinase 9 [EC:2.7.12.2]
  ELLNPJPG_00143                     K17544  149.63   49.3     8e-16 TBC domain-containing protein kinase-like protein
  ELLNPJPG_00143                     K08806  446.57   49.0   1.9e-15 proto-oncogene serine/threonine-protein kinase Pim-2 [EC:2.7.11.1]
  ELLNPJPG_00143                     K04433  682.07   49.0   1.9e-15 mitogen-activated protein kinase kinase 6 [EC:2.7.12.2]
  ELLNPJPG_00143                     K12324 1650.13   48.9   1.2e-15 atrial natriuretic peptide receptor B [EC:4.6.1.2]
  ELLNPJPG_00143                     K12776  347.30   48.7     2e-15 meiosis-specific serine/threonine-protein kinase MEK1 [EC:2.7.11.1]
  ELLNPJPG_00143                     K13304  740.43   48.5   2.6e-15 serum/glucocorticoid-regulated kinase 3 [EC:2.7.11.1]
  ELLNPJPG_00143                     K08865  148.63   48.4   2.4e-15 PDZ-binding kinase [EC:2.7.12.2]
  ELLNPJPG_00143                     K08841  759.27   48.4     3e-15 testis-specific kinase 1 [EC:2.7.12.1]
  ELLNPJPG_00143                     K22600 1170.30   48.2   1.7e-15 guanylate cyclase 2G [EC:4.6.1.2]
  ELLNPJPG_00143                     K08893  928.27   48.2   2.9e-15 hemopoietic cell kinase [EC:2.7.10.2]
  ELLNPJPG_00143                     K08859  657.50   48.0   4.4e-15 serine/threonine kinase 35 [EC:2.7.11.1]
  ELLNPJPG_00143                     K06103  772.40   48.0     2e-15 calcium/calmodulin-dependent serine protein kinase [EC:2.7.11.1]
  ELLNPJPG_00143                     K05096 1311.13   47.7   2.7e-15 FMS-like tyrosine kinase 1 [EC:2.7.10.1]
  ELLNPJPG_00143                     K00909  786.33   47.6   4.1e-15 rhodopsin kinase [EC:2.7.11.14]
  ELLNPJPG_00143                     K20714  507.73   47.5   6.1e-15 serine/threonine-protein kinase OXI1 [EC:2.7.11.1]
  ELLNPJPG_00143                     K13419 1070.83   47.2   3.9e-15 serine/threonine-protein kinase PknK [EC:2.7.11.1]
  ELLNPJPG_00143                     K08849  208.33   46.5   7.1e-15 mixed lineage kinase domain-like [EC:2.7.11.1]
  ELLNPJPG_00143                     K08810 4349.50   46.5   2.9e-15 triple functional domain protein [EC:2.7.11.1]
  ELLNPJPG_00143                     K04361  734.37   46.4   4.9e-15 epidermal growth factor receptor [EC:2.7.10.1]
  ELLNPJPG_00143                     K08016  858.47   46.0   1.3e-14 tyrosine-protein kinase TXK [EC:2.7.10.2]
  ELLNPJPG_00143                     K07370  985.37   46.0   9.8e-15 Bruton agammaglobulinemia tyrosine kinase [EC:2.7.10.2]
  ELLNPJPG_00143                     K07760  458.50   45.8   1.8e-14 cyclin-dependent kinase [EC:2.7.11.22]
  ELLNPJPG_00143                     K05105 1585.60   45.8   9.8e-15 Eph receptor A4 [EC:2.7.10.1]
  ELLNPJPG_00143                     K23691 1421.60   45.7   9.9e-15 serine/threonine-protein kinase N2 [EC:2.7.11.13]
  ELLNPJPG_00143                     K04419 1091.77   45.7   1.3e-14 mitogen-activated protein kinase kinase kinase 11 [EC:2.7.11.25]
  ELLNPJPG_00143                     K11218 1596.43   45.4   9.9e-15 Janus kinase 3 [EC:2.7.10.2]
  ELLNPJPG_00143                     K04416  444.57   45.4   1.3e-14 mitogen-activated protein kinase kinase kinase 1 [EC:2.7.11.25]
  ELLNPJPG_00143                     K08809  702.27   45.3   5.9e-15 striated muscle-specific serine/threonine protein kinase [EC:2.7.11.1]
  ELLNPJPG_00143                     K04444  744.80   45.3   2.5e-14 mitogen-activated protein kinase-activated protein kinase 3 [EC:2.7.11.1]
  ELLNPJPG_00143                     K20717  770.77   45.2   2.6e-14 mitogen-activated protein kinase kinase kinase YODA [EC:2.7.11.25]
  ELLNPJPG_00143                     K08894  608.43   45.1   2.3e-14 protein tyrosine kinase 6 [EC:2.7.10.2]
  ELLNPJPG_00143                     K00907  504.57   45.0   2.2e-14 myosin-light-chain kinase [EC:2.7.11.18]
  ELLNPJPG_00143                     K23785  433.00   44.9   2.8e-14 serine/threonine-protein kinase RCK2 [EC:2.7.11.1]
  ELLNPJPG_00143                     K14510  925.43   44.9     2e-14 serine/threonine-protein kinase CTR1 [EC:2.7.11.1]
  ELLNPJPG_00143                     K05688  215.63   44.9   2.7e-14 PTEN induced putative kinase 1 [EC:2.7.11.1]
  ELLNPJPG_00143                     K05106 1770.23   44.9   1.9e-14 Eph receptor A5 [EC:2.7.10.1]
  ELLNPJPG_00143                     K18050 1168.70   44.8   2.2e-14 novel protein kinase C epsilon type [EC:2.7.11.13]
  ELLNPJPG_00143                     K08807  535.83   44.7   3.9e-14 proto-oncogene serine/threonine-protein kinase Pim-3 [EC:2.7.11.1]
  ELLNPJPG_00143                     K19663 1234.87   44.6   2.8e-14 classical protein kinase C gamma type [EC:2.7.11.13]
  ELLNPJPG_00143                     K00910  535.50   44.6   3.3e-14 beta-adrenergic-receptor kinase [EC:2.7.11.15]
  ELLNPJPG_00143                     K00908  711.50   44.3   3.2e-14 calcium/calmodulin-dependent protein kinase kinase 1 [EC:2.7.11.17]
  ELLNPJPG_00143                     K02206  569.23   44.2   5.4e-14 cyclin-dependent kinase 2 [EC:2.7.11.22]
  ELLNPJPG_00143                     K04422 1030.57   44.1   4.6e-14 mitogen-activated protein kinase kinase kinase 13 [EC:2.7.11.25]
  ELLNPJPG_00143                     K20715  643.33   44.0   3.5e-14 phototropin [EC:2.7.11.1]
  ELLNPJPG_00143                     K08891 1046.60   43.9   5.9e-14 tyrosine-protein kinase Fgr [EC:2.7.10.2]
  ELLNPJPG_00143                     K02202  428.87   43.9   5.3e-14 cyclin-dependent kinase 7 [EC:2.7.11.22 2.7.11.23]
  ELLNPJPG_00143                     K16308  680.83   43.8     2e-14 citron Rho-interacting kinase [EC:2.7.11.1]
  ELLNPJPG_00143                     K11217 1584.00   43.8   3.1e-14 Janus kinase 1 [EC:2.7.10.2]
  ELLNPJPG_00143                     K17512  482.30   43.7   4.2e-14 tyrosine-protein kinase shark [EC:2.7.10.2]
  ELLNPJPG_00143                     K11715 1499.80   43.7   3.9e-14 serine/threonine-protein kinase/endoribonuclease IRE2 [EC:2.7.11.1 3.1.26.-]
  ELLNPJPG_00143                     K08818  544.90   43.5   8.9e-14 cell division cycle 2-like [EC:2.7.11.22]
  ELLNPJPG_00143                     K20602  711.47   43.4     1e-13 mitogen-activated protein kinase kinase 1 [EC:2.7.12.2]
  ELLNPJPG_00143                     K20880  514.93   43.3   8.5e-14 NIMA (never in mitosis gene a)-related kinase 11 [EC:2.7.11.1]
  ELLNPJPG_00143                     K06071 1550.17   43.3   5.7e-14 serine/threonine-protein kinase N1 [EC:2.7.11.13]
  ELLNPJPG_00143                     K06272  230.33   42.8   1.1e-13 integrin-linked kinase [EC:2.7.11.1]
  ELLNPJPG_00143                     K05124 1340.57   42.8   8.5e-14 discoidin domain receptor family member 1 [EC:2.7.10.1]
  ELLNPJPG_00143                     K13430  670.47   42.6   1.6e-13 serine/threonine-protein kinase PBS1 [EC:2.7.11.1]
  ELLNPJPG_00143                     K04410  933.07   42.6   1.4e-13 p21-activated kinase 2 [EC:2.7.11.1]
  ELLNPJPG_00143                     K07363  993.93   42.3     1e-13 IL2-inducible T-cell kinase [EC:2.7.10.2]
  ELLNPJPG_00143                     K05108 1768.40   42.2   1.3e-13 EphA7 [EC:2.7.10.1]
  ELLNPJPG_00143                     K11228  524.97   41.5   2.9e-13 mitogen-activated protein kinase kinase kinase [EC:2.7.11.25]
  ELLNPJPG_00143                     K05092  886.30   41.3   2.5e-13 fms-related tyrosine kinase 3 [EC:2.7.10.1]
  ELLNPJPG_00143                     K08848  728.10   41.1   3.6e-13 receptor-interacting serine/threonine-protein kinase 4 [EC:2.7.11.1]
  ELLNPJPG_00143                     K04409  702.17   41.0   4.6e-13 p21-activated kinase 1 [EC:2.7.11.1]
  ELLNPJPG_00143                     K04430  528.60   40.8   6.3e-13 mitogen-activated protein kinase kinase 4 [EC:2.7.12.2]
  ELLNPJPG_00143                     K05121 1202.53   40.7   4.1e-13 endothelial-specific receptor tyrosine kinase [EC:2.7.10.1]
  ELLNPJPG_00143                     K04363 1390.17   40.7   3.6e-13 platelet-derived growth factor receptor alpha [EC:2.7.10.1]
  ELLNPJPG_00143                     K17534 1356.53   40.6   4.8e-13 mitogen-activated protein kinase kinase kinase MLK4 [EC:2.7.11.25]
  ELLNPJPG_00143                     K05703  942.93   40.6   5.3e-13 tyrosine-protein kinase Fyn [EC:2.7.10.2]
  ELLNPJPG_00143                     K05122 1070.90   40.3   4.9e-13 receptor tyrosine kinase-like orphan receptor 1 [EC:2.7.10.1]
  ELLNPJPG_00143                     K12320  852.17   40.2   4.3e-13 heat-stable enterotoxin receptor [EC:4.6.1.2]
  ELLNPJPG_00143                     K03114  295.93   40.2   9.7e-13 mitosis inhibitor protein kinase SWE1 [EC:2.7.11.1]
  ELLNPJPG_00143                     K05087 1854.47   39.9   4.9e-13 insulin-like growth factor 1 receptor [EC:2.7.10.1]
  ELLNPJPG_00143                     K02449  538.17   39.9   9.4e-13 cyclin-dependent kinase 10 [EC:2.7.11.22]
  ELLNPJPG_00143                     K05116 1033.10   39.8   6.1e-13 TYRO3 protein tyrosine kinase 3 [EC:2.7.10.1]
